channel_id_x,fusion_embedding_index,cluster_id,community_id
UC7alpvCechFoofelHM-GfHQ,2247,8,0
UC7am34-1rGU_ky1vWYnoOJQ,2248,0,8
UC7aqMoMSMbmIaccx1eXAxvQ,2249,5,12
UC7azsssU_6geqrRmi-iuGLQ,2250,8,0
UC7b2A4OTNe5es8aJoAVRDfQ,2251,6,1
UC7b8mQI8AtWR1LzucdFPkFg,2252,5,16
UC7bVMNJITJtn8Ir86B4vQ8Q,2253,4,7
UC7bYyWCCCLHDU0ZuNzGNTtg,2254,4,11
UC7bxtst_qd-STxMecToKJDw,2255,4,2
UC7c-Yrdz1KQfR424UbUeb_g,2256,8,0
UC7c8mE90qCtu11z47U0KErg,2257,4,1
UC7cT6GlMgIY6reF8OZNw4SQ,2258,4,2
UC7cutfwG-aWVhCB93i60nqg,2259,8,0
UC7dF9qfBMXrSlaaFFDvV_Yg,2260,5,2
UC7dHBh9QmYF1L0TOeGIzZgw,2261,5,10
UC7dLvCYNwhYe-l__yczFp1Q,2262,4,8
UC7dj0KXfEQEVNgH2arxcZdA,2263,0,5
UC7e1XWjOlYy8XlNMeVxeKNg,2264,0,3
UC7eAfUjR9gdIjoaoQaS0W-A,2265,4,14
UC7eB_MtuXDVB0PfIGIs_a0Q,2266,6,8
UC7eHZXheF8nVOfwB2PEslMw,2267,5,16
UC7eTc0Iuv1LoRpo76PdxW7w,2268,4,1
UC7eaRqtonpyiYw0Pns0Au_g,2269,6,14
UC7eoH2EuCZZoowe7QV5xJyA,2270,0,14
UC7fVeqKlvCnbBxvmhwTWKlA,2271,8,0
UC7fWeaHhqgM4Ry-RMpM2YYw,2272,4,11
UC7feJY9xqwGfUgomippJ6Uw,2273,6,4
UC7fga_Kycp9z6pg5Yhx7R-w,2274,6,14
UC7fmYP_K48_VuskGTJ95wWw,2275,4,3
UC7gO1CP9gNLogdQxJwizQwA,2276,0,8
UC7gQjDSfsNHJKbN3YC9p_3A,2277,4,14
UC7h86bZHU-l-2nAaG9X4rbw,2278,4,3
UC7hH2YyQqtECP5o4_atzYHA,2279,8,0
UC7hWsUrPdsZ7JavI12CwqVA,2280,4,9
UC7hqTC-ChL-_PUKhctTt50A,2281,4,5
UC7i1fl8_4gc4OXyKBxG_ijg,2282,4,2
UC7i94bTxxuZBrllSxXHyFxg,2283,4,3
UC7iE0muDjXfmQvoWppsDOcQ,2284,6,4
UC7jWg8R3qe2mmo488N5m4Jw,2285,6,1
UC7k17txDPS3Tp_SDQy3CN8A,2286,6,1
UC7kik35dej0CfocfkncN7dw,2287,0,5
UC7l7-ClAn4QZlA_Qq5sTIdw,2288,6,12
UC7lObFRyZgoZcMYHHqxi9lg,2289,6,2
UC7lb15P-Hux7A5gBuhCxtuQ,2290,0,14
UC7mUoVEsTSf2dVlvs8tB75A,2291,4,14
UC7nGdI1YVbdj0lBqEeg8KxQ,2292,6,0
UC7nz6QUPAbGcE6r8bhvK8Hw,2293,6,5
UC7o6_9PaatOjXSjN7kCdsww,2294,0,8
UC7oCIvqiSQivLhCHvmE77-A,2295,6,2
UC7oRQA4vxSXoZE1MKk_Vh2Q,2296,5,10
UC7oiSNQLq7o-NpYP-SEY_NQ,2297,4,8
UC7ot9AlDim4UKhz3TP_WWnw,2298,0,5
UC7pU77kvg9mCRf0aS_wz1yQ,2299,8,0
UC7pp40MU_6rLK5pvJYG3d0Q,2300,5,16
UC7pp8pL0dwUXcbcah6J576w,2301,4,1
UC7ptwo_0Npl5Bji31j868fA,2302,7,12
UC7qH-uzX0yfgfZ9oOO6oE1w,2303,6,1
UC7qMMY6UJHpNakTDMz6vVXQ,2304,4,2
UC7qfvnLIT-kD9H2Uql0t0cw,2305,6,4
UC7r-J2sPQVv9i3iNcte1u-A,2306,7,12
UC7rVvFP90pl7tAtPsVIhfww,2307,5,10
UC7rdSaSWd9JM2mB8MEm4HIg,2308,6,0
UC7sAp4whR-ozamLLPLun_Sw,2309,6,4
UC7sDT8jZ76VLV1u__krUutA,2310,4,2
UC7sRFTKIbH4NNpFXmpUAWuA,2311,4,7
UC7t5OM0oKq_x8w4oXjxqeWw,2312,8,0
UC7t63tTu19rKtTgd1EgXvrg,2313,8,16
UC7t6QJ4u8qF8pI-vibX-BUQ,2314,4,7
UC7tHXQXWImq_0I3PCQ8Udaw,2315,4,0
UC7tdFNggH_jwjJTDWqYelmA,2316,0,3
UC7tiuptCKrRGZNDQJ53Q11w,2317,6,1
UC7trU46U_9XPDtMnDbiDPUQ,2318,5,2
UC7tt9JJDYEx-oJZk_3qZYoA,2319,6,4
UC7ttKX46nJxUeXZ0aoD4Q5g,2320,8,0
UC7ttiY8KM99aLI79yHT6cAw,2321,5,14
UC7u9o8BHiJyH2_cef_nC7tQ,2322,4,7
UC7ueO3rJYGmt-Gg1C6f_T3Q,2323,4,9
UC7vVhkEfw4nOGp8TyDk7RcQ,2324,4,7
UC7vZJ3iwqo3a_FBfVbbUK_A,2325,8,0
UC7w8GnTF2Sp3wldDMtCCtVw,2326,4,7
UC7wFy9yLRCBN09oovs-UL5w,2327,5,14
UC7wXt18f2iA3EDXeqAVuKng,2328,0,5
UC7wryrEvPNKh2yFMDSEZQlw,2329,6,4
UC7wwQl26xO9-6HLWyrhNXKg,2330,8,0
UC7x7gqeQQ5dazPAvDgC7TIw,2331,4,11
UC7xPT515jS5MWDe7EfOvfcw,2332,0,14
UC7xdLQYOpbYuLpAfGwLN6Kw,2333,4,7
UC7yBl0TQbdDlPno_fkJUL4w,2334,5,14
UC7yF9tV4xWEMZkel7q8La_w,2335,5,10
UC7yIuCsQ78bAfKnpgBZpKLg,2336,0,5
UC7yMooezVAKSTHrL-pG3sWg,2337,4,2
UC7yRILFFJ2QZCykymr8LPwA,2338,4,2
UC7yWkMOhJ08QFaHMPGTEuxg,2339,6,8
UC7yg8aQ67T95DULqHm5cGqw,2340,6,4
UC7yn9vuYzXTWtL0KLu2rU2w,2341,0,8
UC7zHLmbmASW9zmLW8WpFm1g,2342,8,0
UC7zOpx9wgvGBCDEjujnAPQA,2343,5,14
UC7zjjW_bvcVsPcBiqUPJf1w,2344,5,12
UC7zsxKqd5MicTf4VhS9Y74g,2345,5,10
UC7zygr3uEiMSkxv-6nbFUGQ,2346,6,8
UC8-6D57Us7J6JgGfiAzVl5A,2347,4,4
UC8-9mdGBP5dtxEKJM2E9bHA,2348,4,9
UC8-G2_iXfYB4dYIItBIz5iQ,2349,0,2
UC8-Th83bH_thdKZDJCrn88g,2350,4,5
UC8-qVif2ALGPs3C1yem7XLg,2351,4,7
UC80Voenx9LIHY7TNwz55x7w,2352,4,5
UC819b_ngvl5eFJFnjgvgXDQ,2353,5,7
UC81VD6eeuLLSfyY_D-N8sVw,2354,5,14
UC81hVmI5eEBIt3s3HQpJd_w,2355,1,16
UC81jnpmqzFVPDZhJGHsNTVQ,2356,4,5
UC81mayGa63QaJE1SjKIYp0w,2357,5,0
UC82iUb2e963Hwrq2t2wkA7g,2358,8,0
UC82lIgiaLTBkzhEebHWoazA,2359,4,14
UC82o9tQyo_cJhtyoFi-ROEw,2360,0,5
UC837rCOTkIyuWWas2C1S9UQ,2361,8,0
UC83jt4dlz1Gjl58fzQrrKZg,2362,0,3
UC83rYAG8OLHMTerPgOBZVYw,2363,5,14
UC84EedEIzn8cWJJ9Bvm5TzQ,2364,0,3
UC84JcMcM9lObwWn6SNRo4cg,2365,6,0
UC84t25xqhPEPpGY7NBZJ_eA,2366,0,3
UC84tsL5SmYO84ZKrwskEWbg,2367,4,7
UC85LZO8Z9kEg6GWnLtO0CKA,2368,8,0
UC85VW73bQLEjs_taFKP7TwQ,2369,6,1
UC85aYbNSFjsJdxfpxgQr8tA,2370,4,7
UC85jN0RMP-uJTIzhAcMFitA,2371,6,0
UC86SBFIAgnYL3ll2ZDgmsuA,2372,4,8
UC86dbj-lbDks_hZ5gRKL49Q,2373,0,3
UC86rANvO8HkjRotN40eHwNA,2374,4,2
UC872sqjMNC8kHU0GU0ShZFw,2375,4,7
UC874rCD5CmoYkMNsUXWHuQw,2376,6,0
UC87GeMqLLIIP9D6-6kug11A,2377,0,5
UC87Lj67s_Ht40lvGhtF9iHA,2378,4,11
UC87VMUBhBdBFE42U86e6KOg,2379,5,16
UC87j_-SIjbzUqlY8tuKlZyQ,2380,0,3
UC883IVbvcI7SPx8kffHjWxw,2381,4,3
UC88EmtKVIfA4jNqruZKviDA,2382,4,7
UC88Qzl8DnaiR0Pxadh56iQw,2383,5,4
UC88lvyJe7aHZmcvzvubDFRg,2384,4,2
UC88oKpyXNid09t1m_PZlvfQ,2385,5,14
UC88tlMjiS7kf8uhPWyBTn_A,2386,4,2
UC89AgkG34oooZubVt23wzFw,2387,5,1
UC89DAs8whwMCeik3qqqvhGQ,2388,0,3
UC89IYKXyf15qNezA7IuFG1A,2389,5,14
UC89ebDvYLaRXfBy6FAuMsjA,2390,8,0
UC89jxlRgoiqAnO_0pm-Ug0g,2391,6,4
UC89kU-iApSfw0yfXacy_aYQ,2392,7,12
UC89rPuzRVHTnMHbZrCRYMng,2393,5,8
UC89tQVCq3YCfsWZP9_qMgUQ,2394,0,8
UC89zrYB2M6mj00nHdHWD-EA,2395,0,3
UC8AglTLcSUgse1izJXQuYJg,2396,6,4
UC8Artr_jqToYkRKjgjhezmw,2397,0,3
UC8AvcEE8l8mHs-rZTXoynVQ,2398,5,10
UC8BLc91ZdQZyr3Wj3IEALaQ,2399,4,2
UC8BQGqcCSFq6RC9feEGUGFA,2400,6,14
UC8BwRPVvR0GPBa6h-F1H4XA,2401,6,4
UC8C8WuWSsFjWFaTHcUQeQxA,2402,0,3
UC8CX0LD98EDXl4UYX1MDCXg,2403,4,7
UC8CbFnDTYkiVweaz8y9wd_Q,2404,4,11
UC8Cd9Zfg3l2SdUT3Xm_aHmA,2405,0,3
UC8Cnju7jUexz961DN_MkJIw,2406,6,1
UC8CsGpP6kVNrWeBVmlJ2UyA,2407,5,2
UC8CwVsDta65Ifv5jr7nlBCQ,2408,5,10
UC8DjAI26daPKmdO11zfpREw,2409,5,2
UC8E-imQtL83ecdbg8_Pe2lQ,2410,4,7
UC8EQAfueDGNeqb1ALm0LjHA,2411,4,2
UC8Ef_5RvcZb3KxI3J5r5Sxg,2412,4,1
UC8El-KamqNxKQg-r15BmIxw,2413,0,12
UC8F8MJyWevV2EzzLxZnSRLg,2414,5,10
UC8FVjO_NH1RE-C_oVauyWSw,2415,6,8
UC8FrecXjNM-2b1PQxCazZ6w,2416,0,5
UC8GAqy4ZzLwQVmsA2xh9-fw,2417,0,5
UC8GFBOThQwmugVOK8MDWm4A,2418,4,9
UC8HBwZFJop6elIzoov-g7bw,2419,8,0
UC8HEl74jL3bLLwfDP1OALxw,2420,8,0
UC8HlbqYj-9qTta5WleFvNZw,2421,4,7
UC8HmtTQhtKXMRWkRTk70w8A,2422,6,4
UC8HznQu5C61kSH3Q770nRxg,2423,8,0
UC8IMseLCZx2BZe3thxHXnog,2424,8,0
UC8IcdbcP22w_WLHu8eijEYA,2425,4,3
UC8Ioh4atNDO5a0Vy2qFmauQ,2426,0,3
UC8JE00xTMBOqKs7o0grFTfQ,2427,5,10
UC8JELLR_mmbO7HonIlX-Btg,2428,5,2
UC8JT2m0mKEgvEtie3JNKwew,2429,4,1
UC8JXxmLOudOKybJSCwbec6Q,2430,4,14
UC8Jgn2dTAEvsV9YezsV3mSQ,2431,4,8
UC8JiX8bJM5DzU41LyHpsYtA,2432,0,8
UC8K5IZqMmYr9vSqzGFidsCQ,2433,8,0
UC8KQ6_RNAvc7a3B5hZ980iQ,2434,4,10
UC8KlAzFi-luP2jo_gRgQk7A,2435,5,8
UC8KmNGdhr6S9CiJY29cx3Vw,2436,0,5
UC8KmVZt6_GRql-b49IC-cDQ,2437,5,2
UC8LaBH9v0bSEcEFck0RAfeg,2438,4,2
UC8LcA3grYZg0GNpxlXh8owg,2439,5,10
UC8LsMvKJ-l8a8nASFsuH4Ww,2440,4,2
UC8M0MjMWmOevZ1b5a6yVIgg,2441,6,0
UC8MFNkCuOrpcCxwe1AgPkZQ,2442,0,4
UC8MMiPcTeVE-7ZDdkIQpZ1Q,2443,8,0
UC8MR0wSTbzs5Yo7DgP04P-w,2444,6,3
UC8MyBFjXbTezvZgMTEBFwgA,2445,5,16
UC8NHl401h85KToXIf5VFqrQ,2446,4,11
UC8NN20uKOHzxFaScpptSB4w,2447,0,15
UC8NaKtlPixx88fQBsmfkjXQ,2448,6,4
UC8NcXMG3A3f2aFQyGTpSNww,2449,0,5
UC8NnosPOvXnm0O1u5YnLQiw,2450,6,4
UC8Nw4Vk-fFem3Wtq65QlpYQ,2451,4,9
UC8NwR3HA5FhPUcA3lrLtxRA,2452,4,10
UC8P4HIRzjjnxU-MQX0QHLUw,2453,5,2
UC8PBdBWsM3q1MqHBXVUjGDg,2454,8,0
UC8PBr11mPXfu3IJmashujyQ,2455,0,1
UC8PICQUP0a_HsrA9S4IIgWw,2456,4,2
UC8PNWO91KmnkZKCrikJTZSg,2457,6,12
UC8P_raHQ4EoWTSH2GMESMQA,2458,8,0
UC8PewLSJpnlZQVYdTXQDymg,2459,0,3
UC8Q7XEy86Q7T-3kNpNjYgwA,2460,5,10
UC8QTb6EqLtKRpnWQb4iXy0A,2461,5,10
UC8RBLJdSpxSVWDc_bGKmdQQ,2462,5,10
UC8RrHpql7M97Lqyg9J6hSww,2463,6,1
UC8SUpGjRdTSqIBuOfmWp3rg,2464,0,5
UC8Sl0zo1bK7kdPD7a5Edm6Q,2465,6,2
UC8Su5vZCXWRag13H53zWVwA,2466,0,11
UC8T81Q-rEobLa-YuQKj8L1A,2467,4,3
UC8TOSHpiM1hjNTNyHReLe5g,2468,4,10
UC8To9CFsZzvPafxMLzS08iA,2469,4,5
UC8Tw35r0EPXqgUJTkrDDyXA,2470,8,16
UC8UWqZ_OhOlie5m0kJcDb1Q,2471,6,4
UC8UjlImzgVo1o6ziWxAre3Q,2472,0,3
UC8UlgEBOrpXouSadI9tAw3Q,2473,6,1
UC8UxQp_ThqhZ5G2Ey8oFTSw,2474,0,3
UC8VhitObYCawRtuGy-STSrQ,2475,0,8
UC8WgWIxhmwziOgvWm_yGVeg,2476,4,1
UC8Wpo67YUmXoKkshGUOG5og,2477,0,3
UC8Wv45FlYxyseYTTSjMfrBQ,2478,8,0
UC8X4WT5_lUXqMjeN8bGFk9w,2479,5,10
UC8XBsRz_R8CqweUyHxf6awg,2480,0,5
UC8XU8oVYRbU2Lifpeb8eUfg,2481,5,16
UC8Xb-hkR53QVN4GlUHi1iZg,2482,0,5
UC8Xpv5zFc-MZrX4Czo6tKVA,2483,4,11
UC8XqGKvkVgmL_MCs4irRKqw,2484,0,5
UC8Xs4GGN3RHQ_kDoyvksbkg,2485,6,1
UC8YFOP87ktce_6EqAmtzOqQ,2486,6,3
UC8YGgolg9oRjFyumMOGLj0A,2487,4,1
UC8YobflSXeylcN6vg99IPAw,2488,4,7
UC8YxZGt-EL3KPIXVhbesBhQ,2489,4,2
UC8Z-VjXBtDJTvq6aqkIskPg,2490,0,5
UC8Z766VdGCg9sSySmeL-APQ,2491,4,2
UC8Z9GVr1t7IOig68WeYRNuw,2492,6,4
UC8ZRiu_mBJwuMHcdIpKjTfA,2493,5,7
UC8ZcDHb1WKZnzmDCUoT8IVA,2494,5,0
UC8ZeLBsPlzc7BetFFXBkYGw,2495,0,3
UC8ZidgQbe5w4iLEtRhbiF5w,2496,4,7
UC8ZtRKBpEnmrhd3e3yfadtA,2497,0,5
UC8ZyfGD_qP-v75DGCzYQw6g,2498,6,1
UC8_H6QvtitrD73PM_-AZoSw,2499,6,15
UC8a87KN4-w-ExcGufTeX9KQ,2500,4,2
UC8aCcbdR6hWfeynEmrguPyg,2501,4,12
UC8aI3Ee6KoWwjq6dcORBh8w,2502,0,15
UC8asGEZcK6RBq2QY52fAVHw,2503,6,4
UC8bBeblv13zUm1yAdq8ntrg,2504,5,0
UC8bTQzxgvKkXDAaWkeuUlkg,2505,4,7
UC8bsE4W5iakvrqrgcEt0dDA,2506,8,0
UC8cFFHBuUO-JE1Z0I_bMd1Q,2507,4,8
UC8cc4pVKVHG7A9fbNsRNrLQ,2508,0,3
UC8d9X69Ait6QmwRapOTzTjw,2509,4,7
UC8dP7kb0mFNjNPRZ_E_cprg,2510,6,5
UC8dxVgZl9u5HeCOXnosCtuQ,2511,4,7
UC8eNyF9eYwgr_K-Nl4gSHWw,2512,5,10
UC8ey1FYCmgHPa9f5KxWb0mw,2513,6,4
UC8f2CDyLibpGYSN3O2LfDwg,2514,4,3
UC8fQzKHIhSoZeSq3bwQx4mw,2515,0,3
UC8fRwFWeTgHBEa2pEHYUrbg,2516,6,0
UC8g5kYW2ZLJPta700XDCt-g,2517,8,0
UC8gEnWuuNnBc6QPghEFUlhA,2518,4,9
UC8gFadPgK2r1ndqLI04Xvvw,2519,5,2
UC8gNsse0PBtYbjIt972zb8g,2520,6,0
UC8gSNcKgwBK7B4ulB8nh_gw,2521,6,14
UC8gT5G2ktLGoHlLm33EwOsA,2522,4,7
UC8h8NJG9gacZ5lAJJvhD0fQ,2523,4,7
UC8h9Pz54THGFTiS_l2KG0_w,2524,6,4
UC8hC-augAnujJeprhjI0YkA,2525,0,3
UC8ha6SsRNvDGkwcPTCXkW3g,2526,5,2
UC8ha8LPrd1tqvO4tv1rtJGA,2527,0,3
UC8iCEOnznY81akSLVkqRMeA,2528,5,10
UC8iJjhq3c1K1Mc-jpl51EKg,2529,5,10
UC8ixYGIijQ6B4TCZDb3JPbg,2530,0,5
UC8jJ1hu3efN38wjhGWSbs0A,2531,6,7
UC8jP2Cs0BzgX3j-mEgP_PIw,2532,8,0
UC8jdsk4u7Kiw4QHjmv1JpuA,2533,0,3
UC8k4438OtWHmnbSqznGnWjg,2534,4,2
UC8k5Hd0UtZLrUvZHhsHfgzA,2535,6,0
UC8kxEc1oZKpfhxvwKovXFMQ,2536,4,10
UC8lPjTzRiG37n1Q2kpz3Rfg,2537,0,8
UC8lVvurdhqV2-cTizQjh4wQ,2538,4,3
UC8lk1PidR1QY0jlphsYJqtw,2539,4,7
UC8m8-P5KTTN3q6Fzm4Hg-Jg,2540,0,3
UC8mWYDxedkJmUReAiA3ze9w,2541,4,10
UC8md0UEGj7UbjcZtMjBVrgQ,2542,0,5
UC8n-7kb2RGV7TidMWzHl7EQ,2543,0,2
UC8nDhHV8KnD87qt4lbOiY9Q,2544,6,1
UC8onWHeAcqLYvXrsOm2XvLw,2545,5,14
UC8p1vwvWtl6T73JiExfWs1g,2546,0,11
UC8pPDhxSn1nee70LRKJ0p3g,2547,0,8
UC8pYaQzbBBXg9GIOHRvTmDQ,2548,4,5
UC8pmIe5FjmYlwP0Uf2dyQXQ,2549,5,16
UC8q2GgxOUS_Dzd5KIYeJQIw,2550,4,10
UC8q8wyrIDsiAOXr6JgnNXiA,2551,6,14
UC8qNcrcCOpYIsWWwkX9mDGQ,2552,4,2
UC8qp0ZmavLOGeSdLxSUZO8w,2553,4,7
UC8rCzRwP8sw0TFBTJ2b2IIQ,2554,5,14
UC8rHUssNDJ9YEjfduAqJBmw,2555,4,7
UC8rLxgGWm0WnvS0s93q3BYg,2556,8,0
UC8rNKrqBxJqL9izOOMxBJtw,2557,4,2
UC8rVJyj4zE0S9-sccMLifIA,2558,5,2
UC8rador8CU-pTJ6p7WNiv6w,2559,4,8
UC8rraUhqs1GHjXj86gvt4FQ,2560,4,7
UC8sOJBujnnWtS0HW60fUzgQ,2561,6,8
UC8seEW5sdRsZKFbNr-oR2WQ,2562,0,3
UC8tDaD81ypiiAPvZDeI2kqw,2563,6,4
UC8thH8EfuEiXG4fMXtZRCZg,2564,7,12
UC8uA7pvD52YlcqTsjpH_Wzg,2565,4,10
UC8uT9cgJorJPWu7ITLGo9Ww,2566,5,10
UC8uTWdM6Ns528noHMHBN15g,2567,6,4
UC8v4vz_n2rys6Yxpj8LuOBA,2568,5,2
UC8v6Uo1Lymho9pFaL22MNow,2569,4,7
UC8vIUkVWBnFr6l31q-P1Pxg,2570,0,4
UC8vJysEM84zDgoDjYSaQyhw,2571,0,8
UC8vXGfLggx4CAFsr2i0IoRA,2572,4,2
UC8vlDm5xvbxOrCvdu9UNOiA,2573,4,8
UC8w7jmw-keYWsvzSN9DTcow,2574,6,1
UC8w7ynzLYXpRbPrfpDbMHlw,2575,6,4
UC8wI85SlecrsLdPm-I73PzA,2576,6,1
UC8wQh-024AMXfx3kTG4Ot4w,2577,6,1
UC8wXC0ZCfGt3HaVLy_fdTQw,2578,0,3
UC8wwXAm77RNzVN-cJOy8t8g,2579,4,1
UC8xib1EjaAbsstncxXSUNZg,2580,0,8
UC8yBm7HUjJP218zmdS8f4Jg,2581,0,12
UC8yFk-lV3yOXffwFASl8u3A,2582,6,4
UC8yH-uI81UUtEMDsowQyx1g,2583,0,3
UC8ypvhTabNp-0B1IX2QoLBw,2584,6,4
UC8z67areYfL9u7Y4cH6rnug,2585,6,0
UC8zJedg1f4sKnyuHWeS6vyw,2586,5,10
UC8zQdgyCC1FWykZlLjbAe0g,2587,4,3
UC9-3c4LzdzT_HvW3Xuti9wg,2588,5,7
UC9-OpMMVoNP5o10_Iyq7Ndw,2589,4,2
UC9-eoxoyevtmi73qPRqJwUA,2590,4,5
UC9-od3vuwuVSFQF1CizTD7w,2591,0,5
UC9-y-6csu5WGm29I7JiwpnA,2592,4,7
UC90RW5ZmBBqp4r2QIQxfACA,2593,0,8
UC90vR_MFeheV3V6nmjvXIng,2594,5,14
UC91S663cDGEFTdP5QfrNXXQ,2595,6,0
UC91V6D3nkhP89wUb9f_h17g,2596,5,7
UC91ZmVoOSEPCeogJTQR0Fig,2597,0,5
UC91m634trv4XQcJzOWQo4qQ,2598,4,5
UC92-zm0B8vLq-mtJtSHnrJQ,2599,4,8
UC92E7dFDCzlY_PzUHmEWgtA,2600,4,9
UC936oRwuA0OQaVP04rGZiQg,2601,4,3
UC949o8thQEP15p9_VK69Vbw,2602,5,7
UC94IKgdvTjCqoKqSlbj2bVA,2603,6,4
UC94XlnLwRY7AP1GhbfbAcYQ,2604,5,10
UC94iuT0ABFJYZD1L20wvY7w,2605,5,7
UC94lW_-Hr_uA7RcJ3D-WPOg,2606,5,7
UC94m1fN8ypwZpZWs4E5mEcg,2607,0,3
UC95YIZfMwoiNFyb8tkY5yRg,2608,0,2
UC95pSgGOrWclOheq6cchfPw,2609,4,8
UC95vktrvgP4_xD1B0AUtG1g,2610,6,14
UC96CcWJ8roxmjxY0OH4vaJw,2611,0,5
UC96PFB5KG3GfafdkyJi0k-A,2612,4,3
UC977n5nXRn8MDuGQjwxkOLw,2613,0,3
UC97k3hlbE-1rVN8y56zyEEA,2614,6,7
UC98FqLb-fljVb4l6e_FdWjw,2615,5,10
UC98m1U9HSxVeXfHH2q6MepQ,2616,7,12
UC98nIydWtpUKr5Ls_d67Y2Q,2617,0,5
UC98tcedR6gULv8_b70WJKyw,2618,5,14
UC98xNCw0IbVamYucnjMdu5g,2619,5,10
UC99IVRmbb0vJZ1Vge2HtMHg,2620,5,14
UC99Lizquk6exc9r8cu2fY_A,2621,8,0
UC99P3JyNHjxGoKlqbdsNChw,2622,8,0
UC99lkbVG8I5hRSZa4FD8zgw,2623,5,10
UC9AKA0PYiGCSPqfCEMaKtag,2624,6,4
UC9APf0VQtg1VriRFjk9RfFQ,2625,4,4
UC9B6J4qn5M_TLMh7zX0ISBA,2626,0,3
UC9BRRt-cAWkOUHme4AjiQCA,2627,8,0
UC9BaJIXnYSyYalbCVfZTZ4A,2628,6,7
UC9BgqXldGODtJszmPOmzVDw,2629,4,9
UC9C81tYsYrYYthp2CLr8Fhw,2630,6,0
UC9CGIZTO6Bv9etCy_psY3qA,2631,8,0
UC9CTkjdSNRx4wuz2Lc516dg,2632,6,0
UC9CYT9gSNLevX5ey2_6CK0Q,2633,0,5
UC9ChdqQRCaZmTCwSJ49tcbw,2634,1,16
UC9CoOnJkIBMdeijd9qYoT_g,2635,7,12
UC9CsZoTaHZqZjnNZv7v3T1g,2636,0,3
UC9CuvdOVfMPvKCiwdGKL3cQ,2637,4,7
UC9DWJ33CMvIseLlyx6hyRnA,2638,5,10
UC9DXAsBD4-ITVuvpd68401Q,2639,4,8
UC9DXZC8BCDOW6pYAQKgozqw,2640,4,7
UC9EQKOkC3A8RtKBy282KK4w,2641,0,8
UC9EgazNjxm-_3eydGQR45rQ,2642,4,2
UC9Ep0Y4T5rvUuIfjKN1wqTw,2643,4,7
UC9Fj-4oQzaEPkg-XHjqZE0g,2644,4,10
UC9FkeEFIGd9FXRfxpTltXYA,2645,5,10
UC9GenoUeEqbMrWMysALYR1Q,2646,4,3
UC9Gjog4enoDWRWTaYuamx1g,2647,0,1
UC9GtSLeksfK4yuJ_g1lgQbg,2648,4,5
UC9HBx2NJviCZom72ncdSg_A,2649,6,4
UC9HGzFGt7BLmWDqooUbWGBg,2650,4,11
UC9HH6MEs1k3iuzx61GiUqcg,2651,5,14
UC9HQXWbt14wTdr_Tzc8ZE0A,2652,4,1
UC9HVLEJMzmTCvtulkalfC1g,2653,4,2
UC9HZX29iDaOhxRkiPKfD0Hg,2654,0,14
UC9Hes1NEFW4idc1zbUM7xnQ,2655,8,0
UC9HlWVtENbiMQzVRmnbJxtw,2656,4,10
UC9HnKwLco0wfmmHJT4KOjJw,2657,5,14
UC9Ht_7PQ1G4UIPhjSkF-phw,2658,4,7
UC9I8DWhqm5q7U_4fhfDwZIw,2659,5,10
UC9IEkprr46ScglWU79HF5qQ,2660,4,8
UC9ISPZsMaBi5mutsgX6LC1g,2661,0,3
UC9IXb3t2OGHlPJ9uVXdzKVQ,2662,8,0
UC9J8xYJ7GyKl1VU1RMRXGIw,2663,6,4
UC9J9cI0Us_zUkpcUJxIMlew,2664,0,8
UC9JRoxMP1Pu4-JthpKXAOjA,2665,0,8
UC9JgYaC76Q_eSgYM01S5J_w,2666,8,0
UC9K44RtwiROAwCpALm1wdyQ,2667,5,2
UC9KAEEmWnKkiBeskVPDYCZA,2668,0,1
UC9KEmN8IdC2lQ-3GFVLK-7g,2669,8,0
UC9LQwHZoucFT94I2h6JOcjw,2670,4,1
UC9Ld_rrF2UVkP_iNcP4ikgA,2671,6,4
UC9LxuffQCm_Z4KBCoXZvSHA,2672,6,4
UC9LymR6i2IM4QfSNuOkBzNA,2673,6,8
UC9M4B-fqveLyWPGNdSkam7g,2674,5,7
UC9M7-jzdU8CVrQo1JwmIdWA,2675,4,1
UC9M9sV3sGmutY26H4LNBTww,2676,6,4
UC9MAhLcXqWZo2CKlFjLpDEA,2677,4,2
UC9MAhZQQd9egwWCxrwSIsJQ,2678,4,14
UC9MU35bTvG9t06yf70hcGqQ,2679,5,2
UC9M__egTv6za_1jLf5JP2Kw,2680,6,14
UC9MorWZEUeeHjFVKo2xMwAQ,2681,4,1
UC9NUxQrLCC1iMATFKN6wHvw,2682,0,1
UC9Nd6qrtWbBPA0Hbh0W5zng,2683,0,2
UC9NpXOk2h41HJNWiMaIqEOQ,2684,8,0
UC9Ntx-EF3LzKY1nQ5rTUP2g,2685,5,16
UC9OABighzB6Qr5OAOm5RLdA,2686,5,10
UC9OBxOV1gHR8Qq5OJGDd41w,2687,4,2
UC9Ob3r3yaNn6Sshvo1O3-ow,2688,6,0
UC9P1oXGPwHKHF1g7CgsYoPQ,2689,6,0
UC9PD3EIAA-vtGLZgYXG3q0A,2690,4,9
UC9PEibgWOqZ-1I1JdxRmr6g,2691,4,1
UC9PIfDp0yx6QRTMVMltMZyA,2692,0,3
UC9PO3VWOcE2DiSHUHLZs18w,2693,4,9
UC9PZT9f2YJRmtQL9455WH9A,2694,0,3
UC9Pbt3q-ihROg1lmmmQdU2w,2695,4,2
